"jak nazywają się sople zwisające w jaskiniach";"stalaktyty";"Geologia"
"kto w filmie Miś zagrał rolę prezesa klubu sportowego";"Stanisław Tym";"Film"
"w którym utworze Wyspiańskiego pada zdanie: Listopad to dla Polaków niebezpieczna pora";"Noc Listopadowa";"Literatura Polska"
"czy Wenezuela jest członkiem OPEC";"TAK";"Organizacje Międzynarodowe"
"w którym mieście przechowywane były miecze ofiarowane Polakom przed bitwą pod Grunwaldem";"Kraków";"Polska: Historia"
"który kraj związkowy Niemiec ma największą powierzchnię";"Bawaria";"Geografia Polityczna"
"w ktorym roku miała miejsce odsiecz wiedeńska";"1683";"Historia Nowożytna"
"Salopa to dlugie wierzchnie okrycie noszone przez mężczyzn czy kobiety";"kobiety";"Moda i Ubiory"
"ile osób obserwuje lot bocianów na obrazie Chełmońskiego";"dwie";"Malarstwo, Rzeźba, Architektura"
"podaj nazwę kwasu o wzorze H3PO4";"kwas fosforowy";"Chemia"
"którą część garderoby umieścił Prus w tytule swojej noweli";"kamizelka";"Literatura Polska"
"jak kamienie przez Boga rzucone na Szaniec, z którego wiersza Juliusza Słowackiego pochodzi to porównanie";"Testament mój";"Literatura Polska"
"gdzie IO w 2020 r";"Tokio";"Igrzyska Olimpijskie"
"jak nazywa się ośmiodniowe radosne żydowskie święto obchodzone na pamiątkę oczyszczenia świątynia przez Machabeusza";"Chanuka";"Kościoły i Religie Świata"
"jak nazywa sie największa pustynia na świecie";"Sahara";"Geografia Fizyczna"
"ilu ramienna gwiazda była symbolem komunizmu";"pięć";"Historia Najnowsza"
"w ktorym wieku powstał we Francji styl cesarstwa";"XIX w.";"Malarstwo, Rzeźba, Architektura"
"ile razy traci człowiek chytry";"dwa razy";"Powiedzenia i Przysłowia"
"Camp David to jedna z rezydencji prezydenta którego państwa";"USA";"USA: Polityka i Gospodarka"
"głowę którego ptaka miał mityczny gryf";"orzeł";"Mitologia Grecka i Rzymska"
"jaką funkcję pełnił na zamku Horeszków Gerwazy";"klucznik";"Literatura Polska"
"Dipssy, twinkie winky, lala jaki tytuł";"Teletubisie";"Telewizja"
"w którym mieście znajduje się cmentarz Łuczakowski";"Lwów";"Historia Polski"
"amerykański program lotów załogowych Apollo badał które ciało niebieskie";"Księżyc";"Badania Kosmosu"
"czy Amazonka przepływa przez Brazylię";"TAK";"Geografia Fizyczna"
"który owoc stanowi główny składnik szarlotki";"jabłko";"Dania i Napoje"
"jak nazywa się niebieski architekt, wynalazca kostki do układania";"Rubik";"Wynalazki"
"może być cukrowy ćwikłowy pastewny";"burak";"Botanika"
"którego dnia wróżymy z wosku";"29 Listopada";"Polska: Kultura, Sztuka, Nauka"
"czy foka jest ssakiem";"TAK";"Zoologia"
"która nieodmienna część mowy odpowiada na pytania jak? gdzie? kiedy?";"przysłówek";"Język Polski"
"z której komory serca u ssaków odchodzi aorta";"lewa";"Biologia"
"jak nazywa sie magma wydobywająca się z wulkanu na powierzchnię";"lawa";"Geologia"
"polskim odpowiednikiem słowa ekwiwalent jest";"równoważnik";"Języki"
"jak miał na imię astronom Heweliusz";"Jan";"Polska: Kultura, Sztuka, Nauka"
"jak nazywa sie rodzaj sztyletu nakładany na lufę karabinu";"bagnet";"Broń"
"które zwierzę wg legendy wykarmiło Remusa i Romulusa";"wilczyca";"Mitologia Grecka i Rzymska"
"jak nazywa się półprosta która dzieli kąt na połowę";"dwusieczna";"Matematyka"
"komu archanioł Gabriel objawiał stopniow Koran";"Mahomet";"Kościoły i Religie Świata"
"w którym wieku Karl Landsteiner wyróżnił 3 grupy krwi";"XX w.";"Medycyna"
"ile państw leży na półwyspie Apenińskim";"trzy";"Geografia Polityczna"
"czy trolejbusy są pojazdami szynowymi";"NIE";"Transport"
"rozwiń skrót pne";"przed naszą erą";"Historia Starożytna"
"na którym instrumencie grał Einstein";"skrzypce";"Nauka"
"jaką barwę przybiera papierek w zasadowych";"niebieski";"Chemia"
"czy epifity rośliny żyjące na innych roślinach są pasożytami";"NIE";"Botanika"
"Maurycy Zych Józef Katerla czyje to pseudonimy";"Żeromski";"Literatura Polska"
"w którym mieście powstało pierwsze w Polsce planterium";"Chorzów";"Nauka"
"drewniana kostka sześcienna waży 8 kg, a ile razy mniej wazy kostka o krawędzi 2x krótszej";"8 razy";"Matematyka"
"jak brzmi włoskie określenie które znaczy głośno";"forte";"Muzyka: Klasyka Światowa"
"czy apologeci to pisarze który bronili wiary chrześcijańskiej czy ją atakowali";"bronili";"Kościoły i Religie Świata"
"na który himalajski szczyt weszli Leszek Cichy jako pierwsi zimą";"Mount Everest";"Sport"
"czy Mołdawia graniczy z Bułgarią";"NIE";"Geografia Polityczna"
"kto sformułował prawo umożliwiające obliczanie sił między ładunkami elektrycznymi";"Coulomb";"Fizyka"
"jak nazywa się osobnik u którego w skórze sierści i tęczówce brakuje pigmentu";"albinos";"Biologia"
"Japonia jest monarchią konstytucyjną czy absolutną";"konstytucyjną";"Geografia Polityczna"
"kto dowodził w bitwie pod Chocimiem w 1673 r";"Jan Sobieski";"Polska: Historia"
"w której dysycplinie sportu puchar Stanleya";"hokej na lodzie";"Sport"
"jak nazywa się podstawowy element organów";"piszczałka";"Muzyka: Instrumenty"
"co oznacza myśl Horacego Est modus in rebus";"nie należy przekraczać granic";"Filozofia"
"który impresjonista francuski namalował Topole katedra";"Claude Monet";"Malarstwo, Rzeźba, Architektura"
"jak w grze w brydża nazywa się wzięcie 12 lew";"szlemik";"Gry i Hazard"
"malachit to węglan którego metalu";"miedzi";"Chemia"
"w którym państiw przyznawany jest order Jarosława Mądrego";"Ukraina";"Nagrody i Odznaczenia"
"czy długość kortu jest taka sama przy deblu i singlu";"Tak";"Sport: Tenis"
"który zmarły w tym roku portugalski piłkarz był nazywany czarną panterą";"Euzebio";"Sport: Piłka Nożna"
"na granicy których państw znajduje się zapora wodna Itaipu";"Brazylia i Paragwaj";"Geografia Polityczna"
"czy krzem wchodzi w skład skorupy ziemskiej";"TAK";"Geologia"
"w ktorym mieście mieszkał żyd Mendel";"Warszawa";"Literatura Polska"
"w którym wieku francuzi Claude i Chab uruchomili telegraf świetlny";"XVIII";"Historia Techniki"
"jak nazywała się pierwsza polska mistrzyni olimpijska";"Halina Konopacka";"Igrzyska Olimpijskie"
"obraz z XVII Powrót syna marnotrawnego";"Rembrandt";"Malarstwo, Rzeźba, Architektura"
"w czasie której wojny akcja Biegnij chłopcze biegnij";"II WŚ";"Film"
"w którym południowoamerykańskim państwie działa biblioteka im. Domejki";"Argentyna";"Polska: Kultura, Sztuka, Nauka"
"czy pokrzyk wilcza jagoda jest rośliną leczniczą";"TAK";"Medycyna"
"u Pana Boga za piecem u Pana Boga w ogródku a trzeci tytuł";"za miedzą";"Film"
"jak nazywa się tytułowy lis z satyrycznego eposu Goethego";"Reineke";"Literatura: Klasyka Światowa"
"ile lat M. Thatcher sprawowała urząd premiera";"11 lat";"Historia Najnowsza"
"Lem to planet, planetoida czy księżyc";"planetoida";"Astronomia i Astrologia"
"jak nazywa się nauka o życiu nietoperzy";"chiropterologia";"Biologia"
"którą część ciała chronił kapalin";"głowę";"Broń"
"państwo Bangladesz który kontynent";"Azja";"Geografia Polityczna"
"paziem ktorego króla był Maziepa";"Jan Kazimierz";"Polska: Historia"
"który pierwiastek ma wyższą liczbą atomową węgiel czy tlen";"tlen";"Chemia"
"który dostojnik Kościoła był internowany w Komańczy";"prymas Wyszyński";"Polska: Historia"
"ile krwioobiegów mają ryby";"jeden";"Biologia"
"jaki kryptonim oznaczał godzinę wybuchu powstania warszawskiego";"godzina W";"Historia Najnowsza"
"czy Ren i Łaba uchodzą do tego samego morza";"TAK";"Geografia Fizyczna"
"który polski bank prowadzi obsługę budżetu państwa";"NBP";"Polska: Polityka i Gospodarka"
"cyrkuł to komisariat policji w ktorym zaborze";"rosyjski";"Polska: Historia"
"kto wlazł na tyczkę i przedrzeźniał ogrodniczkę w wierszu Brzechwy";"pan pomidor";"Literatura Polska"
"jak nazywa się urzędowe zezwolenie na wykorzystanie wynalazku opatentowanego przez kogoś innego";"licencja";"Prawo"
"czy MŚ formuły 1 były organizowane przed II WŚ";"NIE";"Sport: Samochody i Pojazdy Mechaniczne"
"ile jest postaci kobiecych na obrazie Picassa Panny z Awionionu";"5";"Malarstwo, Rzeźba, Architektura"
"kim dla Wokulskiego była Małgorzata Wincel";"żoną";"Literatura Polska"
"ile godzin trwa wyścig samochodowy w Le Main we Francji";"24";"Sport: Rekordy i Rekordziści"
"która święta jest patronką flisaków górników i artylerzystów";"św. Barbara";"Święci"
"jak w epoce feudalizmu nazywano uroczyste przekazanie lenna wasalowi przez seniora";"inwestytura";"Historia Średniowiecza"
"w czasie I WŚ po której stronie Turcja";"centralne";"I Wojna Światowa"
"w którym wieku podano sposób wyznaczania masy atomowej";"XIX w.";"Chemia"
"ile osób w Dekameronie Boccacccia na wsi";"10";"Literatura: Klasyka Światowa"
"jak od imienia starożytnego króla Epiru nazywamy zwycięstwo osiągnięte zbyt dużym kosztem";"pyrrusowe";"Powiedzenia i Przysłowia"
"który król powołał komisję morską";"Zygmunt August";"Polska: Historia"
"od czego wywodzi się nazwa rugby";"od miejscowości";"Sport"
"czy Herodot opisał dzieje i podoboje Cezara";"NIE";"Historia Starożytna"
"jak nazywał się wuj Sindbada który towarzyszył mu w podrożach";"Tarabuk";"Literatura: Klasyka Światowa"
"fowizm to kierunek w literaturze czy malarstwie";"malarstwo";"Malarstwo, Rzeźba, Architektura"
"przez które województwa przebiega szlak orlich gniazd";"małopolskie i śląskie";"Polska: Geografia"
"w zbiorach którego muzeum znajduje się posąg Wenus z Milo";"Luwr";"Malarstwo, Rzeźba, Architektura"
"jak z włoskiego nazywa się skłądnica broni i amunicji";"arsenał";"Broń"
"jak miał na imię p Kobyliński";"Szymon";"Literatura Polska"
"czy Edgar Allan Poe tworzył w XX wieku?";"NIE";"Literatura: Klasyka Światowa"
"jak nazywała się aktorka założycielka teatru żydowskiego w Warszawie";"Rachela Kamińska";"Teatr Współczesny"
"na którym oceanie leży chilijska wyspa Robinson Cruzoe";"pacyfik";"Geografia Fizyczna"
"dynastia we Francji 1328-1589";"Walezjusze";"Dynastie i Rodziny Królewskie"
"krócica to dawna broń palna czy biała";"palna";"Broń"
"z którego państwa pochodziła projektantka mody Coco Channel";"z Francji";"Moda i Ubiory"
"w którym wieku został zdobyty po raz pierwszy szczyt Mont Blanc";"XVIII";"Sport"
"co oprócz kaszy kipi w dziecięcej wyliczance";"groch";"Piosenki dziecięce"
"jaki kolor miała ciżemka w tytule historycznej powieści dla młodzieży";"żółta";"Literatura Polska"
"sałatka z surowych ogórków której nazwa kojarzy sie z nędzą";"mizeria";"Dania i Napoje"
"co oznacza angielski skrót VIP";"bardzo ważna osoba";"Języki"
"jak nazywamy osobą nieświadomie wykonującą we śnie czynności";"lunatyk";"Medycyna"
"czy manniok należy do roślin bogatych w skrobię";"TAK";"Botanika"
"które góry zajmują ponad połowę powierzchni Austrii";"Alpy";"Geografia Fizyczna"
"kto jest rezyserem filmów Ptaki Psychoza Okno na podwórze";"Hitchock";"Film"
"jak nazywają się owoce dębu";"żołędzie";"Botanika"
"czy Zofia Nałkowska pisała sztuki teatralne";"TAK";"Literatura Polska"
"w którym mieście tworzył i zmarł Antonio Gaudi";"Barcelona";"Malarstwo, Rzeźba, Architektura"
"czy sześcian jest wielościanem foremnym";"TAK";"Matematyka"
"w którym wieku żył pisarz Fiodor Dostojewski";"XIX w";"Literatura: Klasyka Światowa"
"co jest dłuższe jeden decymetr czy jeden dekametr";"dekametr";"Miary i Wagi"
"w którym wieku po raz pierwszy przyznano nagrodę Pulitzera";"XX w";"Nagrody i Odznaczenia"
"Napoleon Bonaparte był zmuszony do abdykacji i zsyłany na wyspy jakie:";"św. Helena i Elba";"Historia XIX w."
"jak z j. angielskiego nazywamy zdobycie w jednym meczu 3 goli przez jednego zawodnika";"hat trick";"Sport: Piłka Nożna"
"które miasto jest ośrodkiem administracyjnym obwodu leningradzkiego w Rosji";"Sankt Petersburg";"Geografia Polityczna"
"czy alkaloidy to substancje organiczne";"TAK";"Chemia"
"dolary amerykańskie oznacza się skrótem USD a którą walutę oznacza CHF";"frank szwajcarski";"Waluty Świata"
"co jest niezbędne oprócz kawy i wody do przygotowania capuccino";"mleko";"Dania i Napoje"
"czy angielska królowa Wiktoria była zamężna";"TAK";"Dynastie i Rodziny Królewskie"
"nad którą wielka rzeką leży Nowy Orlean";"Mississippi";"Miasta Świata"
"jak nazywały się harty z Pana Tadeusza o które spór toczyli Asesor i Rejent";"Kusy i Sokół";"Literatura Polska"
"jeżeli samolot leci z prędkością 1 Ma to leci szybciej czy wolniej niż dźwięk";"tak samo";"Fizyka"
"kto wg przysowia wróżył na dwoje";"babka";"Powiedzenia i Przysłowia"
"jak nazywają się suszone owoce południowe dodawane do ciast i deserów";"bakalie";"Dania i Napoje"
"jak z języka niemieckiego nazywa się gumowy wąż do podlewania";"szlauf";"Języki"
"która rocznica wybuchu I WŚ wypada w 2014 roku";"setna";"I Wojna Światowa"
"w którym kolorze są habity kapucynów";"brązowe";"Kościoły i Religie Świata"
"który surowiec jest towarem eksportowym państw OPEC";"ropa naftowa";"Organizacje Międzynarodowe"
"jak nazywał się dowódca kozacki";"ataman";"Armie Świata"
"wynik dzielenia dwóch liczb ujemnych jest dodatni czy ujemny";"dodatni";"Matematyka"
"polski aktor w roli Ryszarda Kuklińskiego w filmie Jack Strong";"Marcin Dorociński";"Film"
"w którym państwie powstał naturaliz";"m Francja";"Literatura: Klasyka Światowa"
"z czego produkowana jest kasza krakowska";"kasza gryczana";"Dania i Napoje"
"który król polski prowadził w latach 1454-66 wojnę z Krzyżakami";"Kazimierz Jagiellończyk";"Polska: Historia"
"Szintoizm to główna politeistyczna religia którego państwa";"Japonii";"Kościoły i Religie Świata"
"czy nawlekanie i nizanie to słowa określające tę samą czynność";"TAK";"Język Polski"
"jak nazywał się angielski pisarz autor Robinsona Cruzoe";"Daniel Defoe";"Literatura: Klasyka Światowa"
"w którym wieku zbudowano w Ciechocinku drewniane tężnie";"XIX";"Polska: Kultura, Sztuka, Nauka"
"jaką wspólną nazwę noszą waluta w Uzbetkistanie i wąsata ryba";"sum";"Waluty Świata"
"w którym roku wojska polskie zajęły Zaolzie";"1938";"Historia Najnowsza"
"który owad dał nazwę polskim skuterom produkowanym w Warszawie";"Osa (Komar był motorowerem)";"Samochody i Pojazdy Mechaniczne"
"jakiej narodowości był tytułowy bohater komedii Aleksandra Fredry Pan Gelthab";"Prusak";"Literatura Polska"
"futsal to odmiana którego sportu";"piłki nożnej";"Sport: Piłka Nożna"
"kto dowodził wojskami polskimi w bitwie pod Raszynem w 1809 r";"ks. Józef Poniatowski";"Polska: Historia"
"wystające ciosy słonia to siekacze czy kły";"Siekacze !!!!!!";"Zoologia"
"w którym roku po raz pierwszy pochodnia z ogniem olimpijskim znalazła sie w przestrzeni kosmicznej";"2013 r";"Igrzyska Olimpijskie"
"jak miała na imię żona Henryka Brodatego matka Henryka Pobożnego";"św. Jadwiga";"Dynastie i Rodziny Królewskie"
"w której dziedzinie nagrodę Nobla dostał Pablo Meruda";"literatura";"Literatura Współczesna"
"czy Hera była siostrą Zeusa";"TAK";"Mitologia Grecka i Rzymska"
"oceania to zbiorowisko wysp na którym oceanie";"O. Spokojny";"Geografia Fizyczna"
"w którym filmie zdenerwowany reżyser zarząda Czy konie mnie słyszą";"Miś";"Film"
"jakiego koloru jest dojrzały owoc borówki brusznicy";"czerwony";"Botanika"
"Włóczykij Panna Migotka i Paszczak to bohaterowie ktorego cyklu książek";"Muminki";"Literatura Współczesna"
"jak nazywa się miejscowość niedaleko Gniezna gdzie odkryto pozostałości osady z epoki żelaza";"Biskupin";"Archeologia"
"to samo słowo pochodzące z łaciny określa odblask oraz umiejętność szybkiego odnajdowania się w sytuacji";"refleks";"Język Polski"
"ile razy piłkarskie mistrzostwa świata organizowano w Azji";"1 raz";"Sport: Piłka Nożna"
"czy w dowodzie osobistym jest adres zameldowania";"TAK";"Prawo"
"jak miał na imię niezwykle utalentowany muzycznie wiejski chłopiec bohater noweli Sienkiewicza";"Janko";"Literatura Polska"
"którą chorobę kiedyś nazywano influenzą";"grypa";"Medycyna"
"w którym roku rozegrała się bitwa o Monte Cassino";"1944";"II Wojna Światowa"
"jak miał na imię ksiądz Skarga";"Piotr";"Polska: Historia"
"Berlin czy Bonn które z tych miast stanowi odrębny kraj związkowy w Niemczech";"Berlin";"Geografia Polityczna"
"który ptak był otaczany kultem w starożytnym Egipcie";"ibis";"Historia Starożytna"
"imię którego amerykańskiego prezydenta nosi ośrodek lotów kosmicznych na przylądku Cannaveral";"Kennedy";"Badania Kosmosu"
"ile elementów nalezy do części wspólnej zbiorów rozłącznych";"żaden";"Matematyka"
"jaką nazwę nosi czerwony barwnik krwi służący do transportu tlenu";"hemoglobina";"Biologia"
"który kompozytor powiedział o Chopinie: Czapki z głów panowie oto geniusz";"Robert Schumann";"Muzyka: Klasyka Światowa"
"czy w państwach strefy euro są w obiegu monety euro z wizerunkiem papieża";"TAK";"Waluty Świata"
"jak nazywa się kasztelan grodu w którym mieszkali Kajko i Kokosz";"Mirmył";"Literatura Polska"
"pismo Skafander było miesięcznikiem czy tygodnikiem";"miesięcznik";"Prasa"
"w którym wieku żył francuski lekarz i astrolog Nostradamus";"XVI";"Historia Nowożytna"
"pancernik to ssak owado czy roślinożerny";"owadożerny";"Zoologia"
"jak z łaciny nazywa się dwugłowy mięsień ramienia";"biceps";"Biologia"
"kto był dowódcą chłopskiego powstania w Galicji w 1846 r";"Jakub Szela";"Historia XIX w."
"w którym państwie znajduje się Nazaret z kościołem zwiastowania";"Izrael";"Kościoły i Religie Świata"
"z ilu kadłubów skłata się statek trimaran";"z trzech";"Transport"
"melonik i laseczka były częstymi w rekwizytami w filmach angielskiego aktora";"Charlie Chaplin";"Film"
"może być dziekański i okolicznościowy";"urlop";"Prawo"
"w którym kolorze jest koloratka noszona przez duchownych";"biały";"Kościoły i Religie Świata"
"jak nazywa się popularna potrawa z ryżu której odmiany to nigiri maki";"sushi";"Dania i Napoje"
"w której kaplicy watykańskiej obraduje konklawe";"Sykstyńskiej";"Kościoły i Religie Świata"
"jak miała na imię sierotka która pasała gąski";"Marysia";"Literatura Polska"
"jak nazywa się działanie odwrotne do całkowania";"różniczkowanie";"Matematyka"
"popularne określenie nielegalnego handlu to rynek w którym kolorze";"czarny";"Ekonomia"
"w której dziedzinie Teodor Roosevelt otrzymał nagrode Nobla";"pokojowa";"Nagrody i Odznaczenia"
"jak nazywamy ślad pozostały po zagojeniu się rany";"blizna";"Medycyna"
"denazyfikacja to działania które zostały podjęte po której WŚ";"druga";"Historia Najnowsza"
"odmianą którego drzewa owocowego jest rengloda";"śliwki";"Botanika"
"czy dzieło Mikołaja Kopernika O obrotach sfer niebieskich znalazło się na indeksie Ksiąg Zakazanych";"TAK";"Polska: Kultura, Sztuka, Nauka"
"jakim gestem Judasz zdradził Jezusa";"pocałunkiem";"Biblia: Stary i Nowy Testament"
"Rotunda to budowla na planie koła czy krzyża";"koło";"Malarstwo, Rzeźba, Architektura"
"na jakiej nawierzchni rozgrywany jest Wimbledon";"trawiasty";"Sport"
"traper to nazwa myśliwskiego na którym kontynencie";"Ameryka płn";"Etnografia"
"światowy kongres Żydów powstał przed czy po II WŚ";"przed w 1936";"Organizacje Międzynarodowe"
"która duża rzeka przepływa przez Sandomierz";"Wisła";"Geografia Fizyczna"
"Wisznu to bóg którego wyznania";"hinduizm";"Kościoły i Religie Świata"
"co oznaczają gwiazdki na butelkach koniaku";"wiek trunku";"Dania i Napoje"
"która kobieta pierwsza w historii została profesorem na paryskiej Sorbonie";"M. Curie";"Polska: Kultura, Sztuka, Nauka"
"podczas którego powstania rozgrywa się akcja Wierna rzeka";"styczniowe";"Literatura Polska"
"języki celtyckie współcześnie są reprezentowane przez 5 języków narodowych wymień 2:";"szkocki walijski bretoński irlandzki kornwalijski";"Języki"
"w którym wieku urodziła się Lukrecja Borgia";"w XV";"Historia Nowożytna"
"w którym stanie znajduje się Camp David";"Maryland";"Geografia Polityczna"
"łabędzi śpiew to pierwsze czy ostatnie dzieło autora";"ostatnie";"Powiedzenia i Przysłowia"
"jak nazywała się grupa rockowa założona przez Paula McCartneya w 1971 po rozpadzie The Beattles";"Wings";"Muzyka: Pop"
"czy port Bristol położony jest nad zatoką o nazwie kanal Bristolski";"TAK";"Geografia Fizyczna"
"grafit jest heksagonalną odmianą którego pierwiastka";"węgiel";"Chemia"
"ilu królów z dynastii Wettinów panowało w Polsce";"dwóch";"Dynastie i Rodziny Królewskie"
"jak nazywa się procentowe wynagrodzenie za pośrednictwo w handlu";"prowizja (marża jest kwotowa)";"Ekonomia"
"która postać z kresówki ciągle poluje na strusia pędziwiatra";"Kojot";"Telewizja"
"w której części ciała znajduje się płat potyliczny";"w mózgu";"Biologia"
"alpaka to stop metali czy gaz trujący stop";"(odmiana mosiądzu)";"Chemia"
"który polityk najdłużej pełnił funkcję prezydenta Rzeczypospolitej";"Mościcki";"Polska: Historia"
"jak nazywano białą niewolnicę w muzułmańskim haremie";"odaliska";"Etnografia"
"racice to kopyta ssaków parzysto- czy nieparzystokopytnych";"parzystokopytnych";"Zoologia"
"jak w kościołach ewangelicko-augsburskich nazywa się takie nabożeństwo, które pełni rolę katolickiej Pasterki";"jutrznia";"Kościoły i Religie Świata"
"podaj tytułu teleturnieju w TVP2 którego prowadzącymi byli Krzysztof Tyniec Wojciech Pijanowski Stanisław Mikulski";"Koło fortuny";"Telewizja"
"jaki kolor ma kasza gryczana";"brązowy";"Dania i Napoje"
"ile wynosi suma liczb 990 i 11";"1001";"Matematyka"
"Turyngia i Brema to części którego państwa";"Niemcy";"Geografia Polityczna"
"jak potocznie od nazwiska konstruktora nazywa się karabin AK-47";"Kałasznikow";"Broń"
"w której powieśći Franca Booma występują strach na wróble blaszany drwal tchórzliwy lew";"czarnoksiężnik z krainy Oz";"Literatura: Klasyka Światowa"
"jak nazywa się pieczątka wiernie odtwarzająca podpis";"faksymile";"Prawo"
"co znaczy łacińska formułka propria man";"własnoręcznie";"Języki"
"ile klas ma order odrodzenia Polski";"pięć";"Nagrody i Odznaczenia"
"ile lat temu został oficjalnie oddany do użytku most Poniatowskiego w Warszawie";"100 lat";"Transport"
"czyim synem był Karol Wielki";"Pepin Mały";"Historia Średniowiecza"
"zakażeni którą chorobą byli izolowani w leprozoriach";"trąd";"Medycyna"
"jak nazywa się podkładka papierowa z równoległymi liniami podkładana pod gładki papier umożliwiająca równe pisanie ryga";"liniuszek";"Edukacja"
"jak miał na imię drugi syn Barbary i Bogumiła Niechciców";"Tomasz";"Literatura Polska"
"który polski pilot zginął w 1929 podczas próby przelotu przez Atlantyk";"mjr Ludwik Idzikowski";"Polska: Historia"
"artepowera czyli sztuka świadomego ubóstwa to który wiek";"XX w";"Malarstwo, Rzeźba, Architektura"
"jak nazywa się zdanie albo powiedzenie powtarzające niepotrzebnie coś wypowiedzianego np akwen wodny";"tautologia pleonazm";"Język Polski"
"w którym mieście odbyły się pierwsze po II WŚ IO";"Londyn";"Igrzyska Olimpijskie"
"jak w astronomii nazywa się położenie w którym linia łącząca ją z Ziemią tworzy kąt prosty z linia łączącą Ziemię ze Słońcem";"kwadratura";"Astronomia i Astrologia"
"kult którego bożka wprowadziła królowa Jezabel prześladowczyni proroka Jeremiasza";"kult Baala";"Biblia: Stary i Nowy Testament"
"ile lat temu powstała Krajowa rada radiofonii i telewizji";"w 1993 r";"Polska: Polityka i Gospodarka"
"kto był naczelnym dowódcą wojsk polskich w wojnie trzynastoletniej z Krzyżakami";"Piotr Dunin";"Polska: Historia"
"jak nazywała się najslynniejsza biblioteka starożytna założona przez Ptolemeusza I Sotera";"aleksandryjska";"Historia Starożytna"
"który napój wynalazł wg legendy mnich benedyktyński Pierre Perinion";"szampan";"Dania i Napoje"
"jak z niemieckiego nazywa się nagłe załamanie ekonomiczne";"krach";"Ekonomia"
"Bora Fen mistral to rodzaje czego";"wiatr";"Geografia Fizyczna"
"którym słowem pochodzącym z języka czeskiego nazywamy schowek pod sufitem";"pawlacz";"Języki"
"na której karkonoskiej górze stoi wysokogórskie obserwatorium metereologiczne im Stanisława Hołdysa";"na Śnieżce";"Geografia Fizyczna"
"jakiego koloru jest trujący gaz fluor";"żółtozielony";"Chemia"
"kto jest autorem renesansowego dzieła O poprawie Rzeczypospolitej";"Frycz-Modrzewski";"Polska: Kultura, Sztuka, Nauka"
"stolicą którego województwa jest Olsztyn";"Warmińsko-Mazurskie";"Polska: Geografia"
"na przełom których dni czerwca przypada noc świętojańska";"23/24";"Polska: Kultura, Sztuka, Nauka"
"której figurze szachowej zagraża bezpośrednio ruch zwany szach";"król";"Gry i Hazard"
"jaki stopień wojskowy dostał pośmiertnie w 2013 r rotmisztrz Pilecki";"pułkownik";"Polska: Historia"
"rublowka- skupisko rezydencji milionerów to potoczna nazwa przemieścia ktorego rosyjskiego miasta";"Moskwy";"Geografia Polityczna"
"które linie na globusie są jednakowej długości";"południki";"Geografia Fizyczna"
"z którego kontynentu pochodzi kot abisyński przywieziony do Wlk. Brytanii w XIX wieku";"Afryka";"Zoologia"
"kto miał być celem zamachu pułkownika Klausa Stauffenberga w lipcu 1944 r";"Hitler";"II Wojna Światowa"
"która z sióstr Brote napisała powieść Wichrowe wzgórza";"Emily";"Literatura: Klasyka Światowa"
"czy prezesi NIK i NBP mogą być członkami partii politycznych";"NIE";"Prawo"
"o kimś kto wykorzystuje innych niezauważalnie mówi się ze dziurki nie zrobi a co wyssie";"krew";"Powiedzenia i Przysłowia"
"udręka i ekstaza Irvinga Stona to opowieść o zyciu którego artysty";"Michała Anioła";"Literatura: Klasyka Światowa"
"w co zamieniła się woda Nilu w pierwszej pladze egipskiej";"krew";"Biblia: Stary i Nowy Testament"
"jak nazywa się austriacki kierowca wyścigowy, 3-krotny mistrz świata Formuły 1";"Nikki Lauda";"Sport"
"ile wynosi suma oczek na przeciwległych ściankach kostki do gry";"7";"Gry i Hazard"
"kto zagrał tytułową role w serialu Janosik";"Perepeczko";"Telewizja"
"jak nazywa się archipelag w skład którego Majorca i Minorca";"Baleary";"Geografia Fizyczna"
"jak nazywa się larwa chrząszcza";"pędrak";"Zoologia"
"w którym stuleciu wszyscy Indianie urodzeni na terenie Stanów dostali amerykańskie obywatelstwo";"XX w";"Historia XX w."
"ile jest sonetów krymskich Adama Mickiewicza";"osiemnaście";"Literatura Polska"
"w którym mieście powstał w 1856 pierwszy w Polsce zawodowy teatr pantonimy";"Wrocław";"Teatr Współczesny"
"jak nazywa się jednostka monetarna Argentyny";"peso";"Waluty Świata"
"jaką długość ma tor gry w Curling";"42 m";"Sport"
"który naturalny zbiornik wodny jest najgłębszą depresją na Ziemii";"Morze Martwe";"Geografia Fizyczna"
"jak brzmi liczba mnoga od rzeczownika plenum";"plena";"Języki"
"jaki najwyższy stopień wojskowy nosił Józef Piłsudski";"marszałek";"Polska: Historia"
"w Polsce kierowcy mają obowiązek jazdy na światłach mijania";"cały rok";"Prawo"
"liczba pojedyńcza rzeczownika przegrzebki";"przegrzebek";"Język Polski"
"w którym państwie wylądowali przybysze z kosmosu w filmie Spielberga";"USA";"Film"
"ile kręgli można max przewrócić jednym rzutem";"10";"Sport"
"czy Bolesław Kędzierzawy był koronowany na króla Polski";"NIE";"Polska: Historia"
"jakim skrótem oznacza się decymetr";"dm";"Miary i Wagi"
"powiedzenie mówi ze coś rośnie jak grzyby";"po deszczi";"Powiedzenia i Przysłowia"
"jak nazywa się średniowieczna twierdza i więzienie w centrum Londynu";"Tower";"Historia Średniowiecza"
